Destination,Type,Season,TravelGroup,Activities,BudgetPerPerson,Duration,HealthCondition,NumPeople,Region
Paris,City,Summer,Couple,"Sightseeing,Culture",22917,Short,Heart Issues,4,Other
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",11537,Long,None,3,India
Ooty,Hill/Beach,Winter,Family,"Relaxation,Trekking",19846,Long,None,3,India
Goa,Beach,Summer,Couple,"Beach,Party,Relaxation",11227,Short,Asthma,5,India
Dubai,City,Winter,Couple,"Shopping,Adventure",11779,Long,None,6,Other
Leh,Mountain,Summer,Solo,"Trekking,Adventure",24884,Short,None,6,India
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",18169,Long,Asthma,2,India
London,City,Winter,Family,"Culture,Sightseeing",19373,Long,None,2,Other
Paris,City,Summer,Friends,"Sightseeing,Culture",3336,Long,None,4,Other
Manali,Mountain,Winter,Solo,"Trekking,Adventure",5767,Short,None,2,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",3776,Long,Heart Issues,1,India
Goa,Beach,Summer,Family,"Beach,Party,Relaxation",5704,Long,Asthma,4,India
Leh,Mountain,Summer,Solo,"Trekking,Adventure",5650,Short,None,4,India
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",21738,Short,Asthma,3,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",23331,Short,None,6,India
Manali,Mountain,Winter,Solo,"Trekking,Adventure",3205,Short,Heart Issues,1,India
Leh,Mountain,Summer,Friends,"Trekking,Adventure",13969,Long,Asthma,1,India
Dubai,City,Winter,Couple,"Shopping,Adventure",16235,Short,Heart Issues,3,Other
Leh,Mountain,Summer,Solo,"Trekking,Adventure",19826,Long,Heart Issues,4,India
Kerala,Hill/Beach,Monsoon,Family,"Houseboat,Relaxation",5922,Long,None,5,India
Paris,City,Summer,Solo,"Sightseeing,Culture",6275,Short,Heart Issues,1,Other
Dubai,City,Winter,Solo,"Shopping,Adventure",10062,Long,None,6,Other
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",16039,Long,Asthma,6,India
Leh,Mountain,Summer,Friends,"Trekking,Adventure",8764,Long,Heart Issues,3,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",12457,Short,Heart Issues,3,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",19382,Long,Heart Issues,3,India
Leh,Mountain,Summer,Friends,"Trekking,Adventure",3360,Long,Heart Issues,4,India
Leh,Mountain,Summer,Couple,"Trekking,Adventure",21291,Short,Heart Issues,2,India
Goa,Beach,Summer,Solo,"Beach,Party,Relaxation",20983,Short,None,5,India
Ooty,Hill/Beach,Winter,Friends,"Relaxation,Trekking",8721,Long,Asthma,3,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",13621,Long,None,4,India
Hampi,Historical,Winter,Couple,"Sightseeing,Photography",11360,Long,Asthma,4,India
Manali,Mountain,Winter,Couple,"Trekking,Adventure",4508,Long,None,1,India
Paris,City,Summer,Friends,"Sightseeing,Culture",4136,Long,None,5,Other
Singapore,City,Summer,Solo,"Shopping,ThemePark",21597,Long,Heart Issues,5,Other
Kerala,Hill/Beach,Monsoon,Couple,"Houseboat,Relaxation",14269,Short,Asthma,1,India
Dubai,City,Winter,Solo,"Shopping,Adventure",24574,Short,None,4,Other
Singapore,City,Summer,Couple,"Shopping,ThemePark",9955,Short,Heart Issues,2,Other
Ooty,Hill/Beach,Winter,Solo,"Relaxation,Trekking",6027,Short,None,1,India
Hampi,Historical,Winter,Family,"Sightseeing,Photography",9350,Short,None,3,India
